BindingEnergy_eV,Intensity
568.80,30250.0
569.20,30500.0
569.60,30262.5
570.00,31862.5
570.40,32012.5
570.80,31625.0
571.20,31637.5
571.60,31712.5
572.00,30487.5
572.40,32150.0
572.80,30737.5
573.20,30600.0
573.60,30075.0
574.00,29350.0
574.40,29975.0
574.80,30225.0
575.20,28987.5
575.60,30662.5
576.00,28050.0
576.40,30175.0
576.80,29825.0
577.20,29550.0
577.60,30212.5
578.00,29712.5
578.40,30962.5
578.80,30587.5
579.20,30575.0
579.60,31250.0
580.00,29450.0
580.40,31337.5
580.80,30262.5
581.20,30650.0
581.60,29587.5
582.00,29350.0
582.40,31200.0
582.80,30287.5
583.20,30100.0
583.60,30675.0
584.00,30137.5
584.40,30887.5
584.80,30762.5
585.20,29975.0
585.60,30925.0
586.00,30625.0
586.40,30312.5
586.80,30262.5
587.20,29875.0
587.60,30037.5
588.00,29762.5
588.40,29662.5
588.80,30075.0
589.20,30800.0
589.60,30525.0
590.00,30100.0
590.40,30537.5
590.80,29825.0
591.20,29612.5
591.60,29800.0
592.00,30000.0
592.40,30362.5
592.80,28812.5
593.20,30300.0
593.60,30287.5
594.00,30425.0
594.40,29787.5
594.80,30200.0
595.20,29862.5
595.60,27887.5
596.00,30812.5
596.40,29750.0
596.80,29625.0
597.20,31062.5
597.60,29637.5
598.00,31337.5
598.40,29712.5
598.80,30200.0
599.20,30887.5
599.60,29612.5
600.00,29887.5
600.40,29700.0
600.80,30500.0
601.20,29200.0
601.60,30050.0
602.00,30287.5
602.40,31012.5
602.80,28850.0
603.20,30012.5
603.60,30387.5
604.00,29162.5
604.40,29325.0
604.80,30075.0
605.20,30275.0
605.60,29300.0
606.00,31237.5
606.40,30287.5
606.80,30187.5
607.20,30387.5
607.60,29637.5
608.00,29762.5
608.40,29975.0
608.80,29100.0
609.20,29425.0
609.60,29812.5
610.00,30375.0
610.40,30075.0
610.80,29512.5
611.20,28812.5
611.60,29950.0
612.00,29712.5
612.40,29462.5
612.80,29862.5
613.20,30400.0
613.60,29287.5
614.00,31100.0
614.40,29437.5
614.80,30250.0
615.20,29775.0
615.60,30387.5
616.00,28787.5
616.40,29537.5
616.80,28475.0
617.20,30275.0
617.60,28775.0
618.00,31500.0
618.40,29437.5
618.80,30375.0
619.20,29850.0
619.60,29112.5
620.00,30025.0
